5.0,170.0,568.0,1.0
121.0,190.0,840.0,1.0
152.0,116.0,537.0,1.0
214.0,246.0,568.0,1.0
352.0,246.0,568.0,1.0
381.0,170.0,568.0,1.0
444.0,195.0,579.0,1.0
79.0,530.0,578.0,2.0
103.0,255.5,419.8,2.0
109.0,393.0,309.0,2.0
112.0,538.5,660.0,2.0
120.0,498.5,560.0,2.0
122.0,370.0,308.0,2.0
125.0,380.0,747.0,2.0
134.0,394.0,557.0,2.0
136.0,245.0,439.0,2.0
137.0,266.5,393.5,2.0
143.0,355.0,439.0,2.0
145.0,241.0,416.0,2.0
155.0,418.0,558.0,2.0
159.0,301.0,358.0,2.0
160.0,414.5,535.0,2.0
171.0,275.0,463.3,2.0
181.0,248.0,327.0,2.0
183.0,260.0,378.0,2.0
150.0,484.0,365.3,3.0
157.0,468.0,575.0,3.0
173.0,418.0,464.0,3.0
175.0,460.0,373.0,3.0
185.0,448.0,580.0,3.0
204.0,521.0,398.0,3.0
206.0,447.0,560.0,3.0
207.0,488.0,485.0,3.0
220.0,344.0,489.0,3.0
222.0,361.0,508.0,3.0
223.0,498.5,550.0,3.0
224.0,582.5,489.0,3.0
227.0,357.5,489.0,3.0
228.0,410.0,556.0,3.0
232.0,524.5,383.8,3.0
236.0,495.0,395.0,3.0
241.0,370.0,518.0,3.0
242.0,441.0,546.0,3.0
246.0,462.0,379.0,3.0
247.0,462.0,379.0,3.0
249.0,560.5,360.3,3.0
256.0,361.0,508.0,3.0
260.0,458.0,397.5,3.0
272.0,461.0,373.0,3.0
276.0,517.0,367.0,3.0
277.0,509.5,577.0,3.0
281.0,420.0,316.5,3.0
284.0,479.0,508.0,3.0
291.0,448.0,558.0,3.0
298.0,460.0,373.0,3.0
307.0,414.5,564.0,3.0
311.0,361.0,508.0,3.0
337.0,364.0,439.0,3.0
359.0,361.0,527.0,3.0
135.0,698.0,788.0,4.0
161.0,491.0,1165.0,4.0
203.0,662.0,770.0,4.0
237.0,459.5,904.0,4.0
239.0,468.5,816.0,4.0
142.0,394.0,395.0,5.0
156.0,361.0,327.0,5.0
189.0,370.0,308.0,5.0
218.0,317.0,396.5,5.0
240.0,266.5,393.5,5.0
250.0,388.5,342.5,5.0
266.0,298.0,368.0,5.0
294.0,294.5,437.0,5.0
306.0,298.0,368.0,5.0
320.0,464.0,378.8,6.0
329.0,474.5,415.0,6.0
354.0,444.0,443.0,6.0
367.0,504.0,489.0,6.0
368.0,448.0,503.0,6.0
369.0,524.5,383.8,6.0
388.0,463.5,379.0,6.0
392.0,474.5,441.5,6.0
395.0,420.0,376.5,6.0
404.0,484.0,389.0,6.0
407.0,415.0,412.5,6.0
420.0,448.0,503.0,6.0
441.0,425.0,395.0,6.0
480.0,468.5,579.0,6.0
484.0,502.0,477.0,6.0
495.0,463.0,466.0,6.0
113.0,2398.0,328.0,7.0
115.0,2388.0,558.0,7.0
127.0,2001.0,579.0,7.0
